Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,9177,8.0,8,,,,,,
,,,,,9183,6.0,6,,,,,,
,,,,,9187,4.0,4,,,,,,
,,,,,9203,16.0,16,,,,,,
,,,,,9206,3.0,3,,,,,,
,,,,,9213,7.0,7,,,,,,
,,,,,9218,5.0,5,,,,,,
,,,,,9221,3.0,3,,,,,,
,,,,,9224,3.0,3,,,,,,
,,,,,9227,3.0,3,,,,,,
,,,,,9232,5.0,5,,,,,,
,,,,,9239,7.0,7,,,,,,
,,,,,9249,10.0,10,,,,,,
,,,,,9252,3.0,3,,,,,,
,,,,,9260,8.0,8,,,,,,
,,,,,9266,6.0,6,,,,,,
,,,,,9270,4.0,4,,,,,,
,,,,,9284,14.0,14,,,,,,
,,,,,9289,5.0,5,,,,,,
,,,,,9293,4.0,4,,,,,,
,,,,,9301,8.0,8,,,,,,
,,,,,9309,8.0,8,,,,,,
,,,,,9314,5.0,5,,,,,,
,,,,,9318,4.0,4,,,,,,
,,,,,9324,6.0,6,,,,,,
,,,,,9327,3.0,3,,,,,,
,,,,,9332,5.0,5,,,,,,
,,,,,9336,4.0,4,,,,,,
,,,,,9346,10.0,10,,,,,,
,,,,,9351,5.0,5,,,,,,
,,,,,9354,3.0,3,,,,,,
,,,,,9361,7.0,7,,,,,,
,,,,,9371,10.0,10,,,,,,
,,,,,9374,3.0,3,,,,,,
,,,,,9377,3.0,3,,,,,,
,,,,,9394,17.0,17,,,,,,
,,,,,9402,8.0,8,,,,,,
,,,,,9406,4.0,4,,,,,,
,,,,,9418,12.0,12,,,,,,
,,,,,9421,3.0,3,,,,,,
,,,,,9425,4.0,4,,,,,,
,,,,,9430,5.0,5,,,,,,
,,,,,9436,6.0,6,,,,,,
,,,,,9442,6.0,6,,,,,,
,,,,,9448,6.0,6,,,,,,
,,,,,9456,8.0,8,,,,,,
,,,,,9459,3.0,3,,,,,,
,,,,,9465,6.0,6,,,,,,
,,,,,9468,3.0,3,,,,,,
,,,,,9474,6.0,6,,,,,,
,,,,,9482,8.0,8,,,,,,
,,,,,9489,7.0,7,,,,,,
,,,,,9495,6.0,6,,,,,,
,,,,,9504,9.0,9,,,,,,
,,,,,9514,10.0,10,,,,,,
,,,,,9518,4.0,4,,,,,,
,,,,,9523,5.0,5,,,,,,
,,,,,9533,10.0,10,,,,,,
,,,,,9537,4.0,4,,,,,,
,,,,,9540,3.0,3,,,,,,
,,,,,9547,7.0,7,,,,,,
,,,,,9565,18.0,18,,,,,,
,,,,,9576,11.0,11,,,,,,
,,,,,9580,4.0,4,,,,,,
,,,,,9585,5.0,5,,,,,,
,,,,,9589,4.0,4,,,,,,
,,,,,9595,6.0,6,,,,,,
,,,,,9598,3.0,3,,,,,,
,,,,,9608,10.0,10,,,,,,
,,,,,9613,5.0,5,,,,,,
,,,,,9617,4.0,4,,,,,,
,,,,,9620,3.0,3,,,,,,
,,,,,9625,5.0,5,,,,,,
,,,,,9629,4.0,4,,,,,,
,,,,,9635,6.0,6,,,,,,
,,,,,9649,14.0,14,,,,,,
,,,,,9653,4.0,4,,,,,,
,,,,,9663,10.0,10,,,,,,
,,,,,9667,4.0,4,,,,,,
,,,,,9672,5.0,5,,,,,,
,,,,,9684,12.0,12,,,,,,
,,,,,9687,3.0,3,,,,,,
,,,,,9690,3.0,3,,,,,,
,,,,,9704,14.0,14,,,,,,
,,,,,9713,9.0,9,,,,,,
,,,,,9723,10.0,10,,,,,,
,,,,,9732,9.0,9,,,,,,
,,,,,9737,5.0,5,,,,,,
,,,,,9748,11.0,11,,,,,,
,,,,,9756,8.0,8,,,,,,
,,,,,9760,4.0,4,,,,,,
,,,,,9768,8.0,8,,,,,,
,,,,,9775,7.0,7,,,,,,
,,,,,9783,8.0,8,,,,,,
,,,,,9793,10.0,10,,,,,,
,,,,,9801,8.0,8,,,,,,
,,,,,9806,5.0,5,,,,,,
,,,,,9811,5.0,5,,,,,,
,,,,,9817,6.0,6,,,,,,
,,,,,9825,8.0,8,,,,,,
,,,,,9830,5.0,5,,,,,,
,,,,,9836,6.0,6,,,,,,
,,,,,9839,3.0,3,,,,,,
,,,,,9843,4.0,4,,,,,,
,,,,,9852,9.0,9,,,,,,
,,,,,9857,5.0,5,,,,,,
,,,,,9871,14.0,14,,,,,,
,,,,,9878,7.0,7,,,,,,
,,,,,9887,9.0,9,,,,,,
,,,,,9891,4.0,4,,,,,,
,,,,,9899,8.0,8,,,,,,
,,,,,9906,7.0,7,,,,,,
,,,,,9910,4.0,4,,,,,,
,,,,,9915,5.0,5,,,,,,
,,,,,9919,4.0,4,,,,,,
,,,,,9927,8.0,8,,,,,,
,,,,,9930,3.0,3,,,,,,
,,,,,9942,12.0,12,,,,,,
,,,,,9952,10.0,10,,,,,,
,,,,,9957,5.0,5,,,,,,
,,,,,9961,4.0,4,,,,,,
,,,,,9966,5.0,5,,,,,,
,,,,,9982,16.0,16,,,,,,
,,,,,9988,6.0,6,,,,,,
,,,,,9991,3.0,3,,,,,,
6.2,2.2271059,11.0,4.0,6.2,10000,,,1.9430124759674072,5.331826686859131,5.600371360778809,0.0003,0.0003,0.1
,,,,,10003,12.0,12,,,,,,
,,,,,10019,16.0,16,,,,,,
,,,,,10025,6.0,6,,,,,,
,,,,,10035,10.0,10,,,,,,
,,,,,10039,4.0,4,,,,,,
,,,,,10046,7.0,7,,,,,,
,,,,,10049,3.0,3,,,,,,
,,,,,10054,5.0,5,,,,,,
,,,,,10059,5.0,5,,,,,,
,,,,,10063,4.0,4,,,,,,
,,,,,10069,6.0,6,,,,,,
,,,,,10082,13.0,13,,,,,,
,,,,,10087,5.0,5,,,,,,
,,,,,10099,12.0,12,,,,,,
,,,,,10103,4.0,4,,,,,,
,,,,,10107,4.0,4,,,,,,
,,,,,10111,4.0,4,,,,,,
,,,,,10116,5.0,5,,,,,,
,,,,,10119,3.0,3,,,,,,
,,,,,10123,4.0,4,,,,,,
,,,,,10135,12.0,12,,,,,,
,,,,,10142,7.0,7,,,,,,
,,,,,10159,17.0,17,,,,,,
,,,,,10175,16.0,16,,,,,,
,,,,,10185,10.0,10,,,,,,
,,,,,10193,8.0,8,,,,,,
,,,,,10197,4.0,4,,,,,,
,,,,,10200,3.0,3,,,,,,
,,,,,10208,8.0,8,,,,,,
,,,,,10229,21.0,21,,,,,,
,,,,,10233,4.0,4,,,,,,
,,,,,10237,4.0,4,,,,,,
,,,,,10241,4.0,4,,,,,,
,,,,,10246,5.0,5,,,,,,
,,,,,10252,6.0,6,,,,,,
,,,,,10263,11.0,11,,,,,,
,,,,,10267,4.0,4,,,,,,
,,,,,10276,9.0,9,,,,,,
,,,,,10279,3.0,3,,,,,,
,,,,,10284,5.0,5,,,,,,
,,,,,10290,6.0,6,,,,,,
,,,,,10293,3.0,3,,,,,,
,,,,,10298,5.0,5,,,,,,
,,,,,10304,6.0,6,,,,,,
,,,,,10307,3.0,3,,,,,,
,,,,,10311,4.0,4,,,,,,
,,,,,10325,14.0,14,,,,,,
,,,,,10332,7.0,7,,,,,,
,,,,,10343,11.0,11,,,,,,
,,,,,10347,4.0,4,,,,,,
,,,,,10351,4.0,4,,,,,,
,,,,,10355,4.0,4,,,,,,
,,,,,10361,6.0,6,,,,,,
,,,,,10368,7.0,7,,,,,,
,,,,,10371,3.0,3,,,,,,
,,,,,10378,7.0,7,,,,,,
,,,,,10381,3.0,3,,,,,,
,,,,,10393,12.0,12,,,,,,
,,,,,10400,7.0,7,,,,,,
,,,,,10409,9.0,9,,,,,,
,,,,,10412,3.0,3,,,,,,
,,,,,10417,5.0,5,,,,,,
,,,,,10421,4.0,4,,,,,,
,,,,,10425,4.0,4,,,,,,
,,,,,10429,4.0,4,,,,,,
,,,,,10433,4.0,4,,,,,,
,,,,,10436,3.0,3,,,,,,
,,,,,10445,9.0,9,,,,,,
,,,,,10456,11.0,11,,,,,,
,,,,,10460,4.0,4,,,,,,
,,,,,10465,5.0,5,,,,,,
,,,,,10470,5.0,5,,,,,,
,,,,,10475,5.0,5,,,,,,
,,,,,10478,3.0,3,,,,,,
,,,,,10482,4.0,4,,,,,,
,,,,,10498,16.0,16,,,,,,
,,,,,10502,4.0,4,,,,,,
,,,,,10506,4.0,4,,,,,,
,,,,,10509,3.0,3,,,,,,
,,,,,10514,5.0,5,,,,,,
,,,,,10525,11.0,11,,,,,,
,,,,,10529,4.0,4,,,,,,
,,,,,10534,5.0,5,,,,,,
,,,,,10542,8.0,8,,,,,,
,,,,,10546,4.0,4,,,,,,
,,,,,10555,9.0,9,,,,,,
,,,,,10560,5.0,5,,,,,,
,,,,,10568,8.0,8,,,,,,
,,,,,10572,4.0,4,,,,,,
,,,,,10593,21.0,21,,,,,,
,,,,,10601,8.0,8,,,,,,
,,,,,10604,3.0,3,,,,,,
,,,,,10608,4.0,4,,,,,,
,,,,,10613,5.0,5,,,,,,
,,,,,10617,4.0,4,,,,,,
,,,,,10629,12.0,12,,,,,,
,,,,,10634,5.0,5,,,,,,
,,,,,10637,3.0,3,,,,,,
,,,,,10640,3.0,3,,,,,,
,,,,,10648,8.0,8,,,,,,
,,,,,10659,11.0,11,,,,,,
,,,,,10679,20.0,20,,,,,,
,,,,,10684,5.0,5,,,,,,
,,,,,10703,19.0,19,,,,,,
,,,,,10707,4.0,4,,,,,,
,,,,,10710,3.0,3,,,,,,
,,,,,10714,4.0,4,,,,,,
,,,,,10721,7.0,7,,,,,,
,,,,,10724,3.0,3,,,,,,
,,,,,10730,6.0,6,,,,,,
,,,,,10742,12.0,12,,,,,,
,,,,,10756,14.0,14,,,,,,
,,,,,10767,11.0,11,,,,,,
,,,,,10771,4.0,4,,,,,,
,,,,,10776,5.0,5,,,,,,
,,,,,10781,5.0,5,,,,,,
,,,,,10784,3.0,3,,,,,,
,,,,,10794,10.0,10,,,,,,
,,,,,10801,7.0,7,,,,,,
,,,,,10806,5.0,5,,,,,,
,,,,,10824,18.0,18,,,,,,
,,,,,10836,12.0,12,,,,,,
,,,,,10846,10.0,10,,,,,,
,,,,,10854,8.0,8,,,,,,
,,,,,10865,11.0,11,,,,,,
,,,,,10868,3.0,3,,,,,,
,,,,,10876,8.0,8,,,,,,
,,,,,10880,4.0,4,,,,,,
,,,,,10886,6.0,6,,,,,,
,,,,,10890,4.0,4,,,,,,
,,,,,10897,7.0,7,,,,,,
,,,,,10901,4.0,4,,,,,,
,,,,,10914,13.0,13,,,,,,
,,,,,10929,15.0,15,,,,,,
,,,,,10933,4.0,4,,,,,,
,,,,,10936,3.0,3,,,,,,
,,,,,10943,7.0,7,,,,,,
,,,,,10951,8.0,8,,,,,,
,,,,,10959,8.0,8,,,,,,
,,,,,10975,16.0,16,,,,,,
,,,,,10979,4.0,4,,,,,,
,,,,,10984,5.0,5,,,,,,
,,,,,10988,4.0,4,,,,,,
,,,,,10994,6.0,6,,,,,,
,,,,,11000,,,1.8363925218582153,4.971513748168945,4.878313064575195,0.0003,0.0003,0.1
,,,,,11004,10.0,10,,,,,,
,,,,,11010,6.0,6,,,,,,
,,,,,11016,6.0,6,,,,,,
,,,,,11019,3.0,3,,,,,,
,,,,,11024,5.0,5,,,,,,
,,,,,11049,25.0,25,,,,,,
,,,,,11065,16.0,16,,,,,,
,,,,,11071,6.0,6,,,,,,
,,,,,11087,16.0,16,,,,,,
,,,,,11093,6.0,6,,,,,,
,,,,,11100,7.0,7,,,,,,
,,,,,11104,4.0,4,,,,,,
,,,,,11122,18.0,18,,,,,,
,,,,,11127,5.0,5,,,,,,
,,,,,11134,7.0,7,,,,,,
,,,,,11141,7.0,7,,,,,,
,,,,,11153,12.0,12,,,,,,
,,,,,11159,6.0,6,,,,,,
,,,,,11162,3.0,3,,,,,,
,,,,,11169,7.0,7,,,,,,
,,,,,11174,5.0,5,,,,,,
,,,,,11179,5.0,5,,,,,,
,,,,,11185,6.0,6,,,,,,
,,,,,11191,6.0,6,,,,,,
,,,,,11199,8.0,8,,,,,,
,,,,,11209,10.0,10,,,,,,
,,,,,11212,3.0,3,,,,,,
,,,,,11244,32.0,32,,,,,,
,,,,,11247,3.0,3,,,,,,
,,,,,11267,20.0,20,,,,,,
,,,,,11272,5.0,5,,,,,,
,,,,,11278,6.0,6,,,,,,
,,,,,11281,3.0,3,,,,,,
,,,,,11288,7.0,7,,,,,,
,,,,,11292,4.0,4,,,,,,
,,,,,11296,4.0,4,,,,,,
,,,,,11301,5.0,5,,,,,,
,,,,,11304,3.0,3,,,,,,
,,,,,11313,9.0,9,,,,,,
,,,,,11319,6.0,6,,,,,,
,,,,,11329,10.0,10,,,,,,
,,,,,11332,3.0,3,,,,,,
,,,,,11340,8.0,8,,,,,,
,,,,,11344,4.0,4,,,,,,
,,,,,11354,10.0,10,,,,,,
,,,,,11363,9.0,9,,,,,,
,,,,,11368,5.0,5,,,,,,
,,,,,11396,28.0,28,,,,,,
,,,,,11400,4.0,4,,,,,,
,,,,,11404,4.0,4,,,,,,
,,,,,11411,7.0,7,,,,,,
,,,,,11415,4.0,4,,,,,,
,,,,,11429,14.0,14,,,,,,
,,,,,11432,3.0,3,,,,,,
,,,,,11437,5.0,5,,,,,,
,,,,,11441,4.0,4,,,,,,
,,,,,11455,14.0,14,,,,,,
,,,,,11462,7.0,7,,,,,,
,,,,,11471,9.0,9,,,,,,
,,,,,11476,5.0,5,,,,,,
,,,,,11480,4.0,4,,,,,,
,,,,,11485,5.0,5,,,,,,
,,,,,11494,9.0,9,,,,,,
,,,,,11500,6.0,6,,,,,,
,,,,,11506,6.0,6,,,,,,
,,,,,11512,6.0,6,,,,,,
,,,,,11515,3.0,3,,,,,,
,,,,,11520,5.0,5,,,,,,
,,,,,11532,12.0,12,,,,,,
,,,,,11535,3.0,3,,,,,,
,,,,,11562,27.0,27,,,,,,
,,,,,11574,12.0,12,,,,,,
,,,,,11579,5.0,5,,,,,,
,,,,,11601,22.0,22,,,,,,
,,,,,11605,4.0,4,,,,,,
,,,,,11608,3.0,3,,,,,,
,,,,,11614,6.0,6,,,,,,
,,,,,11617,3.0,3,,,,,,
,,,,,11621,4.0,4,,,,,,
,,,,,11626,5.0,5,,,,,,
,,,,,11631,5.0,5,,,,,,
,,,,,11634,3.0,3,,,,,,
,,,,,11638,4.0,4,,,,,,
,,,,,11643,5.0,5,,,,,,
,,,,,11648,5.0,5,,,,,,
,,,,,11655,7.0,7,,,,,,
,,,,,11659,4.0,4,,,,,,
,,,,,11663,4.0,4,,,,,,
,,,,,11668,5.0,5,,,,,,
,,,,,11674,6.0,6,,,,,,
,,,,,11689,15.0,15,,,,,,
,,,,,11699,10.0,10,,,,,,
,,,,,11706,7.0,7,,,,,,
,,,,,11710,4.0,4,,,,,,
,,,,,11716,6.0,6,,,,,,
,,,,,11721,5.0,5,,,,,,
,,,,,11729,8.0,8,,,,,,
,,,,,11732,3.0,3,,,,,,
,,,,,11736,4.0,4,,,,,,
,,,,,11739,3.0,3,,,,,,
,,,,,11760,21.0,21,,,,,,
,,,,,11769,9.0,9,,,,,,
,,,,,11773,4.0,4,,,,,,
,,,,,11780,7.0,7,,,,,,
,,,,,11787,7.0,7,,,,,,
,,,,,11799,12.0,12,,,,,,
,,,,,11805,6.0,6,,,,,,
,,,,,11819,14.0,14,,,,,,
,,,,,11824,5.0,5,,,,,,
,,,,,11846,22.0,22,,,,,,
,,,,,11855,9.0,9,,,,,,
,,,,,11870,15.0,15,,,,,,
,,,,,11877,7.0,7,,,,,,
,,,,,11881,4.0,4,,,,,,
,,,,,11886,5.0,5,,,,,,
,,,,,11891,5.0,5,,,,,,
,,,,,11900,9.0,9,,,,,,
,,,,,11904,4.0,4,,,,,,
,,,,,11907,3.0,3,,,,,,
,,,,,11911,4.0,4,,,,,,
,,,,,11915,4.0,4,,,,,,
,,,,,11919,4.0,4,,,,,,
,,,,,11926,7.0,7,,,,,,
,,,,,11929,3.0,3,,,,,,
,,,,,11937,8.0,8,,,,,,
,,,,,11941,4.0,4,,,,,,
,,,,,11947,6.0,6,,,,,,
,,,,,11952,5.0,5,,,,,,
,,,,,11956,4.0,4,,,,,,
,,,,,11964,8.0,8,,,,,,
,,,,,11971,7.0,7,,,,,,
,,,,,11981,10.0,10,,,,,,
,,,,,11989,8.0,8,,,,,,
,,,,,11995,6.0,6,,,,,,
,,,,,12000,,,1.7826180458068848,4.791739463806152,4.861510276794434,0.0003,0.0003,0.1
,,,,,12007,12.0,12,,,,,,
,,,,,12016,9.0,9,,,,,,
,,,,,12023,7.0,7,,,,,,
,,,,,12026,3.0,3,,,,,,
,,,,,12030,4.0,4,,,,,,
,,,,,12035,5.0,5,,,,,,
,,,,,12055,20.0,20,,,,,,
,,,,,12059,4.0,4,,,,,,
,,,,,12080,21.0,21,,,,,,
,,,,,12095,15.0,15,,,,,,
,,,,,12102,7.0,7,,,,,,
,,,,,12112,10.0,10,,,,,,
,,,,,12116,4.0,4,,,,,,
,,,,,12121,5.0,5,,,,,,
,,,,,12129,8.0,8,,,,,,
,,,,,12134,5.0,5,,,,,,
,,,,,12137,3.0,3,,,,,,
,,,,,12144,7.0,7,,,,,,
,,,,,12147,3.0,3,,,,,,
,,,,,12152,5.0,5,,,,,,
,,,,,12158,6.0,6,,,,,,
,,,,,12169,11.0,11,,,,,,
,,,,,12183,14.0,14,,,,,,
,,,,,12186,3.0,3,,,,,,
,,,,,12190,4.0,4,,,,,,
,,,,,12198,8.0,8,,,,,,
,,,,,12203,5.0,5,,,,,,
,,,,,12208,5.0,5,,,,,,
,,,,,12215,7.0,7,,,,,,
,,,,,12218,3.0,3,,,,,,
,,,,,12222,4.0,4,,,,,,
,,,,,12241,19.0,19,,,,,,
,,,,,12245,4.0,4,,,,,,
,,,,,12255,10.0,10,,,,,,
,,,,,12260,5.0,5,,,,,,
,,,,,12273,13.0,13,,,,,,
,,,,,12279,6.0,6,,,,,,
,,,,,12287,8.0,8,,,,,,
,,,,,12291,4.0,4,,,,,,
,,,,,12302,11.0,11,,,,,,
,,,,,12306,4.0,4,,,,,,
,,,,,12309,3.0,3,,,,,,
,,,,,12316,7.0,7,,,,,,
,,,,,12320,4.0,4,,,,,,
,,,,,12325,5.0,5,,,,,,
,,,,,12333,8.0,8,,,,,,
,,,,,12345,12.0,12,,,,,,
,,,,,12349,4.0,4,,,,,,
,,,,,12366,17.0,17,,,,,,
,,,,,12369,3.0,3,,,,,,
,,,,,12379,10.0,10,,,,,,
,,,,,12389,10.0,10,,,,,,
,,,,,12404,15.0,15,,,,,,
,,,,,12408,4.0,4,,,,,,
,,,,,12430,22.0,22,,,,,,
,,,,,12438,8.0,8,,,,,,
,,,,,12443,5.0,5,,,,,,
,,,,,12457,14.0,14,,,,,,
,,,,,12462,5.0,5,,,,,,
,,,,,12468,6.0,6,,,,,,
,,,,,12477,9.0,9,,,,,,
,,,,,12484,7.0,7,,,,,,
,,,,,12499,15.0,15,,,,,,
,,,,,12502,3.0,3,,,,,,
,,,,,12519,17.0,17,,,,,,
,,,,,12527,8.0,8,,,,,,
,,,,,12530,3.0,3,,,,,,
,,,,,12538,8.0,8,,,,,,
,,,,,12556,18.0,18,,,,,,
,,,,,12563,7.0,7,,,,,,
,,,,,12567,4.0,4,,,,,,
,,,,,12576,9.0,9,,,,,,
,,,,,12580,4.0,4,,,,,,
,,,,,12585,5.0,5,,,,,,
,,,,,12590,5.0,5,,,,,,
,,,,,12599,9.0,9,,,,,,
,,,,,12603,4.0,4,,,,,,
,,,,,12610,7.0,7,,,,,,
,,,,,12619,9.0,9,,,,,,
,,,,,12628,9.0,9,,,,,,
,,,,,12632,4.0,4,,,,,,
,,,,,12635,3.0,3,,,,,,
,,,,,12642,7.0,7,,,,,,
,,,,,12646,4.0,4,,,,,,
,,,,,12651,5.0,5,,,,,,
,,,,,12663,12.0,12,,,,,,
,,,,,12667,4.0,4,,,,,,
,,,,,12670,3.0,3,,,,,,
,,,,,12675,5.0,5,,,,,,
,,,,,12679,4.0,4,,,,,,
,,,,,12688,9.0,9,,,,,,
,,,,,12695,7.0,7,,,,,,
,,,,,12701,6.0,6,,,,,,
,,,,,12704,3.0,3,,,,,,
,,,,,12710,6.0,6,,,,,,
,,,,,12718,8.0,8,,,,,,
,,,,,12721,3.0,3,,,,,,
,,,,,12724,3.0,3,,,,,,
,,,,,12745,21.0,21,,,,,,
,,,,,12750,5.0,5,,,,,,
,,,,,12755,5.0,5,,,,,,
,,,,,12759,4.0,4,,,,,,
,,,,,12763,4.0,4,,,,,,
,,,,,12770,7.0,7,,,,,,
,,,,,12773,3.0,3,,,,,,
,,,,,12777,4.0,4,,,,,,
,,,,,12794,17.0,17,,,,,,
,,,,,12797,3.0,3,,,,,,
,,,,,12801,4.0,4,,,,,,
,,,,,12812,11.0,11,,,,,,
,,,,,12816,4.0,4,,,,,,
,,,,,12825,9.0,9,,,,,,
,,,,,12829,4.0,4,,,,,,
,,,,,12832,3.0,3,,,,,,
,,,,,12836,4.0,4,,,,,,
,,,,,12840,4.0,4,,,,,,
,,,,,12845,5.0,5,,,,,,
,,,,,12849,4.0,4,,,,,,
,,,,,12855,6.0,6,,,,,,
,,,,,12863,8.0,8,,,,,,
,,,,,12866,3.0,3,,,,,,
,,,,,12873,7.0,7,,,,,,
,,,,,12878,5.0,5,,,,,,
,,,,,12883,5.0,5,,,,,,
,,,,,12896,13.0,13,,,,,,
,,,,,12900,4.0,4,,,,,,
,,,,,12903,3.0,3,,,,,,
,,,,,12906,3.0,3,,,,,,
,,,,,12914,8.0,8,,,,,,
,,,,,12920,6.0,6,,,,,,
,,,,,12923,3.0,3,,,,,,
,,,,,12927,4.0,4,,,,,,
,,,,,12946,19.0,19,,,,,,
,,,,,12950,4.0,4,,,,,,
,,,,,12958,8.0,8,,,,,,
,,,,,12963,5.0,5,,,,,,
,,,,,12971,8.0,8,,,,,,
,,,,,12977,6.0,6,,,,,,
,,,,,12992,15.0,15,,,,,,
,,,,,12998,6.0,6,,,,,,
,,,,,13000,,,1.6727436780929565,5.003521919250488,5.053558349609375,0.0003,0.0003,0.1
,,,,,13003,5.0,5,,,,,,
,,,,,13006,3.0,3,,,,,,
,,,,,13014,8.0,8,,,,,,
,,,,,13017,3.0,3,,,,,,
,,,,,13021,4.0,4,,,,,,
,,,,,13027,6.0,6,,,,,,
,,,,,13037,10.0,10,,,,,,
,,,,,13040,3.0,3,,,,,,
,,,,,13047,7.0,7,,,,,,
,,,,,13053,6.0,6,,,,,,
,,,,,13059,6.0,6,,,,,,
,,,,,13064,5.0,5,,,,,,
,,,,,13071,7.0,7,,,,,,
,,,,,13080,9.0,9,,,,,,
,,,,,13083,3.0,3,,,,,,
,,,,,13086,3.0,3,,,,,,
,,,,,13092,6.0,6,,,,,,
,,,,,13096,4.0,4,,,,,,
,,,,,13100,4.0,4,,,,,,
,,,,,13105,5.0,5,,,,,,
,,,,,13111,6.0,6,,,,,,
,,,,,13116,5.0,5,,,,,,
,,,,,13134,18.0,18,,,,,,
,,,,,13145,11.0,11,,,,,,
,,,,,13154,9.0,9,,,,,,
,,,,,13160,6.0,6,,,,,,
,,,,,13163,3.0,3,,,,,,
,,,,,13168,5.0,5,,,,,,
,,,,,13176,8.0,8,,,,,,
,,,,,13180,4.0,4,,,,,,
,,,,,13185,5.0,5,,,,,,
,,,,,13193,8.0,8,,,,,,
,,,,,13200,7.0,7,,,,,,
,,,,,13212,12.0,12,,,,,,
,,,,,13219,7.0,7,,,,,,
,,,,,13224,5.0,5,,,,,,
,,,,,13229,5.0,5,,,,,,
,,,,,13235,6.0,6,,,,,,
,,,,,13239,4.0,4,,,,,,
,,,,,13246,7.0,7,,,,,,
,,,,,13249,3.0,3,,,,,,
,,,,,13255,6.0,6,,,,,,
,,,,,13261,6.0,6,,,,,,
,,,,,13269,8.0,8,,,,,,
,,,,,13274,5.0,5,,,,,,
,,,,,13278,4.0,4,,,,,,
,,,,,13281,3.0,3,,,,,,
,,,,,13285,4.0,4,,,,,,
,,,,,13294,9.0,9,,,,,,
,,,,,13298,4.0,4,,,,,,
,,,,,13301,3.0,3,,,,,,
,,,,,13313,12.0,12,,,,,,
,,,,,13322,9.0,9,,,,,,
,,,,,13326,4.0,4,,,,,,
,,,,,13331,5.0,5,,,,,,
,,,,,13334,3.0,3,,,,,,
,,,,,13345,11.0,11,,,,,,
,,,,,13349,4.0,4,,,,,,
,,,,,13353,4.0,4,,,,,,
,,,,,13357,4.0,4,,,,,,
,,,,,13363,6.0,6,,,,,,
,,,,,13367,4.0,4,,,,,,
,,,,,13370,3.0,3,,,,,,
,,,,,13382,12.0,12,,,,,,
,,,,,13389,7.0,7,,,,,,
,,,,,13395,6.0,6,,,,,,
,,,,,13408,13.0,13,,,,,,
,,,,,13414,6.0,6,,,,,,
,,,,,13417,3.0,3,,,,,,
,,,,,13428,11.0,11,,,,,,
,,,,,13433,5.0,5,,,,,,
,,,,,13445,12.0,12,,,,,,
,,,,,13451,6.0,6,,,,,,
,,,,,13456,5.0,5,,,,,,
,,,,,13461,5.0,5,,,,,,
,,,,,13465,4.0,4,,,,,,
,,,,,13469,4.0,4,,,,,,
,,,,,13474,5.0,5,,,,,,
,,,,,13480,6.0,6,,,,,,
,,,,,13493,13.0,13,,,,,,
,,,,,13498,5.0,5,,,,,,
,,,,,13504,6.0,6,,,,,,
,,,,,13511,7.0,7,,,,,,
,,,,,13519,8.0,8,,,,,,
,,,,,13523,4.0,4,,,,,,
,,,,,13527,4.0,4,,,,,,
,,,,,13531,4.0,4,,,,,,
,,,,,13534,3.0,3,,,,,,
,,,,,13538,4.0,4,,,,,,
,,,,,13545,7.0,7,,,,,,
,,,,,13550,5.0,5,,,,,,
,,,,,13555,5.0,5,,,,,,
,,,,,13558,3.0,3,,,,,,
,,,,,13563,5.0,5,,,,,,
,,,,,13568,5.0,5,,,,,,
,,,,,13572,4.0,4,,,,,,
,,,,,13576,4.0,4,,,,,,
,,,,,13580,4.0,4,,,,,,
,,,,,13584,4.0,4,,,,,,
,,,,,13588,4.0,4,,,,,,
,,,,,13594,6.0,6,,,,,,
,,,,,13597,3.0,3,,,,,,
,,,,,13600,3.0,3,,,,,,
,,,,,13620,20.0,20,,,,,,
,,,,,13628,8.0,8,,,,,,
,,,,,13633,5.0,5,,,,,,
,,,,,13640,7.0,7,,,,,,
,,,,,13643,3.0,3,,,,,,
,,,,,13648,5.0,5,,,,,,
,,,,,13651,3.0,3,,,,,,
,,,,,13674,23.0,23,,,,,,
,,,,,13677,3.0,3,,,,,,
,,,,,13681,4.0,4,,,,,,
,,,,,13687,6.0,6,,,,,,
,,,,,13693,6.0,6,,,,,,
,,,,,13698,5.0,5,,,,,,
,,,,,13704,6.0,6,,,,,,
,,,,,13708,4.0,4,,,,,,
,,,,,13711,3.0,3,,,,,,
,,,,,13716,5.0,5,,,,,,
,,,,,13732,16.0,16,,,,,,
,,,,,13735,3.0,3,,,,,,
,,,,,13741,6.0,6,,,,,,
,,,,,13745,4.0,4,,,,,,
,,,,,13753,8.0,8,,,,,,
,,,,,13767,14.0,14,,,,,,
,,,,,13776,9.0,9,,,,,,
,,,,,13780,4.0,4,,,,,,
,,,,,13787,7.0,7,,,,,,
,,,,,13792,5.0,5,,,,,,
,,,,,13796,4.0,4,,,,,,
,,,,,13799,3.0,3,,,,,,
,,,,,13806,7.0,7,,,,,,
,,,,,13812,6.0,6,,,,,,
,,,,,13818,6.0,6,,,,,,
,,,,,13826,8.0,8,,,,,,
,,,,,13833,7.0,7,,,,,,
,,,,,13840,7.0,7,,,,,,
,,,,,13845,5.0,5,,,,,,
,,,,,13851,6.0,6,,,,,,
