Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,18558,4.0,4,,,,,,
,,,,,18578,20.0,20,,,,,,
,,,,,18588,10.0,10,,,,,,
,,,,,18594,6.0,6,,,,,,
,,,,,18599,5.0,5,,,,,,
,,,,,18604,5.0,5,,,,,,
,,,,,18616,12.0,12,,,,,,
,,,,,18619,3.0,3,,,,,,
,,,,,18629,10.0,10,,,,,,
,,,,,18633,4.0,4,,,,,,
,,,,,18644,11.0,11,,,,,,
,,,,,18649,5.0,5,,,,,,
,,,,,18653,4.0,4,,,,,,
,,,,,18658,5.0,5,,,,,,
,,,,,18664,6.0,6,,,,,,
,,,,,18667,3.0,3,,,,,,
,,,,,18672,5.0,5,,,,,,
,,,,,18679,7.0,7,,,,,,
,,,,,18687,8.0,8,,,,,,
,,,,,18698,11.0,11,,,,,,
,,,,,18707,9.0,9,,,,,,
,,,,,18715,8.0,8,,,,,,
,,,,,18720,5.0,5,,,,,,
,,,,,18724,4.0,4,,,,,,
,,,,,18728,4.0,4,,,,,,
,,,,,18736,8.0,8,,,,,,
,,,,,18752,16.0,16,,,,,,
,,,,,18770,18.0,18,,,,,,
,,,,,18774,4.0,4,,,,,,
,,,,,18778,4.0,4,,,,,,
,,,,,18781,3.0,3,,,,,,
,,,,,18789,8.0,8,,,,,,
,,,,,18794,5.0,5,,,,,,
,,,,,18797,3.0,3,,,,,,
,,,,,18806,9.0,9,,,,,,
,,,,,18810,4.0,4,,,,,,
,,,,,18826,16.0,16,,,,,,
,,,,,18834,8.0,8,,,,,,
,,,,,18838,4.0,4,,,,,,
,,,,,18846,8.0,8,,,,,,
,,,,,18854,8.0,8,,,,,,
,,,,,18873,19.0,19,,,,,,
,,,,,18878,5.0,5,,,,,,
,,,,,18882,4.0,4,,,,,,
,,,,,18885,3.0,3,,,,,,
,,,,,18892,7.0,7,,,,,,
,,,,,18903,11.0,11,,,,,,
,,,,,18912,9.0,9,,,,,,
,,,,,18918,6.0,6,,,,,,
,,,,,18925,7.0,7,,,,,,
,,,,,18950,25.0,25,,,,,,
,,,,,18967,17.0,17,,,,,,
,,,,,18974,7.0,7,,,,,,
,,,,,18980,6.0,6,,,,,,
,,,,,18983,3.0,3,,,,,,
,,,,,18988,5.0,5,,,,,,
,,,,,18992,4.0,4,,,,,,
,,,,,18998,6.0,6,,,,,,
,,,,,19000,,,1.744537591934204,4.650944709777832,4.746406555175781,0.0003,0.0003,0.1
,,,,,19004,6.0,6,,,,,,
,,,,,19010,6.0,6,,,,,,
,,,,,19015,5.0,5,,,,,,
,,,,,19020,5.0,5,,,,,,
,,,,,19031,11.0,11,,,,,,
,,,,,19034,3.0,3,,,,,,
,,,,,19038,4.0,4,,,,,,
,,,,,19043,5.0,5,,,,,,
,,,,,19050,7.0,7,,,,,,
,,,,,19063,13.0,13,,,,,,
,,,,,19067,4.0,4,,,,,,
,,,,,19074,7.0,7,,,,,,
,,,,,19079,5.0,5,,,,,,
,,,,,19094,15.0,15,,,,,,
,,,,,19100,6.0,6,,,,,,
,,,,,19105,5.0,5,,,,,,
,,,,,19108,3.0,3,,,,,,
,,,,,19113,5.0,5,,,,,,
,,,,,19119,6.0,6,,,,,,
,,,,,19128,9.0,9,,,,,,
,,,,,19132,4.0,4,,,,,,
,,,,,19136,4.0,4,,,,,,
,,,,,19144,8.0,8,,,,,,
,,,,,19150,6.0,6,,,,,,
,,,,,19161,11.0,11,,,,,,
,,,,,19165,4.0,4,,,,,,
,,,,,19172,7.0,7,,,,,,
,,,,,19179,7.0,7,,,,,,
,,,,,19183,4.0,4,,,,,,
,,,,,19187,4.0,4,,,,,,
,,,,,19194,7.0,7,,,,,,
,,,,,19203,9.0,9,,,,,,
,,,,,19207,4.0,4,,,,,,
,,,,,19210,3.0,3,,,,,,
,,,,,19213,3.0,3,,,,,,
,,,,,19216,3.0,3,,,,,,
,,,,,19219,3.0,3,,,,,,
,,,,,19232,13.0,13,,,,,,
,,,,,19242,10.0,10,,,,,,
,,,,,19247,5.0,5,,,,,,
,,,,,19252,5.0,5,,,,,,
,,,,,19255,3.0,3,,,,,,
,,,,,19264,9.0,9,,,,,,
,,,,,19271,7.0,7,,,,,,
,,,,,19277,6.0,6,,,,,,
,,,,,19283,6.0,6,,,,,,
,,,,,19288,5.0,5,,,,,,
,,,,,19295,7.0,7,,,,,,
,,,,,19298,3.0,3,,,,,,
,,,,,19305,7.0,7,,,,,,
,,,,,19308,3.0,3,,,,,,
,,,,,19318,10.0,10,,,,,,
,,,,,19331,13.0,13,,,,,,
,,,,,19339,8.0,8,,,,,,
,,,,,19344,5.0,5,,,,,,
,,,,,19349,5.0,5,,,,,,
,,,,,19362,13.0,13,,,,,,
,,,,,19379,17.0,17,,,,,,
,,,,,19382,3.0,3,,,,,,
,,,,,19387,5.0,5,,,,,,
,,,,,19396,9.0,9,,,,,,
,,,,,19402,6.0,6,,,,,,
,,,,,19410,8.0,8,,,,,,
,,,,,19419,9.0,9,,,,,,
,,,,,19426,7.0,7,,,,,,
,,,,,19431,5.0,5,,,,,,
,,,,,19439,8.0,8,,,,,,
,,,,,19442,3.0,3,,,,,,
,,,,,19446,4.0,4,,,,,,
,,,,,19450,4.0,4,,,,,,
,,,,,19454,4.0,4,,,,,,
,,,,,19458,4.0,4,,,,,,
,,,,,19463,5.0,5,,,,,,
,,,,,19473,10.0,10,,,,,,
,,,,,19482,9.0,9,,,,,,
,,,,,19486,4.0,4,,,,,,
,,,,,19494,8.0,8,,,,,,
,,,,,19499,5.0,5,,,,,,
,,,,,19504,5.0,5,,,,,,
,,,,,19508,4.0,4,,,,,,
,,,,,19512,4.0,4,,,,,,
,,,,,19518,6.0,6,,,,,,
,,,,,19524,6.0,6,,,,,,
,,,,,19532,8.0,8,,,,,,
,,,,,19537,5.0,5,,,,,,
,,,,,19549,12.0,12,,,,,,
,,,,,19558,9.0,9,,,,,,
,,,,,19563,5.0,5,,,,,,
,,,,,19567,4.0,4,,,,,,
,,,,,19571,4.0,4,,,,,,
,,,,,19575,4.0,4,,,,,,
,,,,,19586,11.0,11,,,,,,
,,,,,19610,24.0,24,,,,,,
,,,,,19617,7.0,7,,,,,,
,,,,,19620,3.0,3,,,,,,
,,,,,19623,3.0,3,,,,,,
,,,,,19627,4.0,4,,,,,,
,,,,,19636,9.0,9,,,,,,
,,,,,19647,11.0,11,,,,,,
,,,,,19650,3.0,3,,,,,,
,,,,,19661,11.0,11,,,,,,
,,,,,19665,4.0,4,,,,,,
,,,,,19673,8.0,8,,,,,,
,,,,,19678,5.0,5,,,,,,
,,,,,19682,4.0,4,,,,,,
,,,,,19687,5.0,5,,,,,,
,,,,,19693,6.0,6,,,,,,
,,,,,19697,4.0,4,,,,,,
,,,,,19703,6.0,6,,,,,,
,,,,,19714,11.0,11,,,,,,
,,,,,19720,6.0,6,,,,,,
,,,,,19725,5.0,5,,,,,,
,,,,,19732,7.0,7,,,,,,
,,,,,19737,5.0,5,,,,,,
,,,,,19742,5.0,5,,,,,,
,,,,,19746,4.0,4,,,,,,
,,,,,19753,7.0,7,,,,,,
,,,,,19762,9.0,9,,,,,,
,,,,,19770,8.0,8,,,,,,
,,,,,19777,7.0,7,,,,,,
,,,,,19788,11.0,11,,,,,,
,,,,,19801,13.0,13,,,,,,
,,,,,19810,9.0,9,,,,,,
,,,,,19813,3.0,3,,,,,,
,,,,,19818,5.0,5,,,,,,
,,,,,19826,8.0,8,,,,,,
,,,,,19837,11.0,11,,,,,,
,,,,,19844,7.0,7,,,,,,
,,,,,19848,4.0,4,,,,,,
,,,,,19855,7.0,7,,,,,,
,,,,,19859,4.0,4,,,,,,
,,,,,19876,17.0,17,,,,,,
,,,,,19880,4.0,4,,,,,,
,,,,,19886,6.0,6,,,,,,
,,,,,19889,3.0,3,,,,,,
,,,,,19896,7.0,7,,,,,,
,,,,,19899,3.0,3,,,,,,
,,,,,19902,3.0,3,,,,,,
,,,,,19907,5.0,5,,,,,,
,,,,,19914,7.0,7,,,,,,
,,,,,19917,3.0,3,,,,,,
,,,,,19924,7.0,7,,,,,,
,,,,,19936,12.0,12,,,,,,
,,,,,19940,4.0,4,,,,,,
,,,,,19946,6.0,6,,,,,,
,,,,,19951,5.0,5,,,,,,
,,,,,19957,6.0,6,,,,,,
,,,,,19962,5.0,5,,,,,,
,,,,,19965,3.0,3,,,,,,
,,,,,19970,5.0,5,,,,,,
,,,,,19978,8.0,8,,,,,,
,,,,,19983,5.0,5,,,,,,
,,,,,19987,4.0,4,,,,,,
,,,,,19993,6.0,6,,,,,,
,,,,,19998,5.0,5,,,,,,
7.1,5.575841,23.0,4.0,7.1,20000,,,1.606886625289917,4.589869499206543,4.409696578979492,0.0003,0.0003,0.1
,,,,,20002,4.0,4,,,,,,
,,,,,20006,4.0,4,,,,,,
,,,,,20011,5.0,5,,,,,,
,,,,,20018,7.0,7,,,,,,
,,,,,20023,5.0,5,,,,,,
,,,,,20026,3.0,3,,,,,,
,,,,,20032,6.0,6,,,,,,
,,,,,20039,7.0,7,,,,,,
,,,,,20042,3.0,3,,,,,,
,,,,,20051,9.0,9,,,,,,
,,,,,20062,11.0,11,,,,,,
,,,,,20065,3.0,3,,,,,,
,,,,,20069,4.0,4,,,,,,
,,,,,20087,18.0,18,,,,,,
,,,,,20093,6.0,6,,,,,,
,,,,,20097,4.0,4,,,,,,
,,,,,20102,5.0,5,,,,,,
,,,,,20106,4.0,4,,,,,,
,,,,,20110,4.0,4,,,,,,
,,,,,20113,3.0,3,,,,,,
,,,,,20117,4.0,4,,,,,,
,,,,,20124,7.0,7,,,,,,
,,,,,20129,5.0,5,,,,,,
,,,,,20135,6.0,6,,,,,,
,,,,,20141,6.0,6,,,,,,
,,,,,20144,3.0,3,,,,,,
,,,,,20147,3.0,3,,,,,,
,,,,,20150,3.0,3,,,,,,
,,,,,20155,5.0,5,,,,,,
,,,,,20161,6.0,6,,,,,,
,,,,,20164,3.0,3,,,,,,
,,,,,20169,5.0,5,,,,,,
,,,,,20191,22.0,22,,,,,,
,,,,,20198,7.0,7,,,,,,
,,,,,20214,16.0,16,,,,,,
,,,,,20226,12.0,12,,,,,,
,,,,,20230,4.0,4,,,,,,
,,,,,20236,6.0,6,,,,,,
,,,,,20251,15.0,15,,,,,,
,,,,,20254,3.0,3,,,,,,
,,,,,20258,4.0,4,,,,,,
,,,,,20279,21.0,21,,,,,,
,,,,,20282,3.0,3,,,,,,
,,,,,20288,6.0,6,,,,,,
,,,,,20303,15.0,15,,,,,,
,,,,,20309,6.0,6,,,,,,
,,,,,20317,8.0,8,,,,,,
,,,,,20326,9.0,9,,,,,,
,,,,,20330,4.0,4,,,,,,
,,,,,20343,13.0,13,,,,,,
,,,,,20346,3.0,3,,,,,,
,,,,,20352,6.0,6,,,,,,
,,,,,20355,3.0,3,,,,,,
,,,,,20361,6.0,6,,,,,,
,,,,,20367,6.0,6,,,,,,
,,,,,20373,6.0,6,,,,,,
,,,,,20379,6.0,6,,,,,,
,,,,,20383,4.0,4,,,,,,
,,,,,20386,3.0,3,,,,,,
,,,,,20393,7.0,7,,,,,,
,,,,,20397,4.0,4,,,,,,
,,,,,20401,4.0,4,,,,,,
,,,,,20405,4.0,4,,,,,,
,,,,,20409,4.0,4,,,,,,
,,,,,20413,4.0,4,,,,,,
,,,,,20420,7.0,7,,,,,,
,,,,,20431,11.0,11,,,,,,
,,,,,20439,8.0,8,,,,,,
,,,,,20442,3.0,3,,,,,,
,,,,,20446,4.0,4,,,,,,
,,,,,20449,3.0,3,,,,,,
,,,,,20456,7.0,7,,,,,,
,,,,,20471,15.0,15,,,,,,
,,,,,20485,14.0,14,,,,,,
,,,,,20488,3.0,3,,,,,,
,,,,,20493,5.0,5,,,,,,
,,,,,20505,12.0,12,,,,,,
,,,,,20510,5.0,5,,,,,,
,,,,,20516,6.0,6,,,,,,
,,,,,20520,4.0,4,,,,,,
,,,,,20524,4.0,4,,,,,,
,,,,,20531,7.0,7,,,,,,
,,,,,20538,7.0,7,,,,,,
,,,,,20544,6.0,6,,,,,,
,,,,,20565,21.0,21,,,,,,
,,,,,20571,6.0,6,,,,,,
,,,,,20574,3.0,3,,,,,,
,,,,,20578,4.0,4,,,,,,
,,,,,20582,4.0,4,,,,,,
,,,,,20586,4.0,4,,,,,,
,,,,,20589,3.0,3,,,,,,
,,,,,20596,7.0,7,,,,,,
,,,,,20601,5.0,5,,,,,,
,,,,,20608,7.0,7,,,,,,
,,,,,20617,9.0,9,,,,,,
,,,,,20623,6.0,6,,,,,,
,,,,,20638,15.0,15,,,,,,
,,,,,20648,10.0,10,,,,,,
,,,,,20653,5.0,5,,,,,,
,,,,,20659,6.0,6,,,,,,
,,,,,20663,4.0,4,,,,,,
,,,,,20669,6.0,6,,,,,,
,,,,,20674,5.0,5,,,,,,
,,,,,20686,12.0,12,,,,,,
,,,,,20692,6.0,6,,,,,,
,,,,,20695,3.0,3,,,,,,
,,,,,20698,3.0,3,,,,,,
,,,,,20714,16.0,16,,,,,,
,,,,,20717,3.0,3,,,,,,
,,,,,20723,6.0,6,,,,,,
,,,,,20729,6.0,6,,,,,,
,,,,,20739,10.0,10,,,,,,
,,,,,20749,10.0,10,,,,,,
,,,,,20753,4.0,4,,,,,,
,,,,,20758,5.0,5,,,,,,
,,,,,20762,4.0,4,,,,,,
,,,,,20767,5.0,5,,,,,,
,,,,,20771,4.0,4,,,,,,
,,,,,20775,4.0,4,,,,,,
,,,,,20779,4.0,4,,,,,,
,,,,,20792,13.0,13,,,,,,
,,,,,20796,4.0,4,,,,,,
,,,,,20800,4.0,4,,,,,,
,,,,,20808,8.0,8,,,,,,
,,,,,20816,8.0,8,,,,,,
,,,,,20824,8.0,8,,,,,,
,,,,,20831,7.0,7,,,,,,
,,,,,20838,7.0,7,,,,,,
,,,,,20841,3.0,3,,,,,,
,,,,,20845,4.0,4,,,,,,
,,,,,20848,3.0,3,,,,,,
,,,,,20851,3.0,3,,,,,,
,,,,,20857,6.0,6,,,,,,
,,,,,20862,5.0,5,,,,,,
,,,,,20865,3.0,3,,,,,,
,,,,,20878,13.0,13,,,,,,
,,,,,20883,5.0,5,,,,,,
,,,,,20887,4.0,4,,,,,,
,,,,,20891,4.0,4,,,,,,
,,,,,20898,7.0,7,,,,,,
,,,,,20903,5.0,5,,,,,,
,,,,,20909,6.0,6,,,,,,
,,,,,20914,5.0,5,,,,,,
,,,,,20922,8.0,8,,,,,,
,,,,,20927,5.0,5,,,,,,
,,,,,20934,7.0,7,,,,,,
,,,,,20946,12.0,12,,,,,,
,,,,,20950,4.0,4,,,,,,
,,,,,20953,3.0,3,,,,,,
,,,,,20968,15.0,15,,,,,,
,,,,,20989,21.0,21,,,,,,
,,,,,20992,3.0,3,,,,,,
,,,,,21000,8.0,8,,,,,,
,,,,,21000,,,1.8675987720489502,4.967551231384277,5.084108829498291,0.0003,0.0003,0.1
,,,,,21003,3.0,3,,,,,,
,,,,,21008,5.0,5,,,,,,
,,,,,21023,15.0,15,,,,,,
,,,,,21027,4.0,4,,,,,,
,,,,,21035,8.0,8,,,,,,
,,,,,21044,9.0,9,,,,,,
,,,,,21050,6.0,6,,,,,,
,,,,,21060,10.0,10,,,,,,
,,,,,21065,5.0,5,,,,,,
,,,,,21070,5.0,5,,,,,,
,,,,,21074,4.0,4,,,,,,
,,,,,21077,3.0,3,,,,,,
,,,,,21083,6.0,6,,,,,,
,,,,,21097,14.0,14,,,,,,
,,,,,21102,5.0,5,,,,,,
,,,,,21112,10.0,10,,,,,,
,,,,,21119,7.0,7,,,,,,
,,,,,21124,5.0,5,,,,,,
,,,,,21127,3.0,3,,,,,,
,,,,,21131,4.0,4,,,,,,
,,,,,21139,8.0,8,,,,,,
,,,,,21148,9.0,9,,,,,,
,,,,,21158,10.0,10,,,,,,
,,,,,21163,5.0,5,,,,,,
,,,,,21169,6.0,6,,,,,,
,,,,,21175,6.0,6,,,,,,
,,,,,21179,4.0,4,,,,,,
,,,,,21182,3.0,3,,,,,,
,,,,,21186,4.0,4,,,,,,
,,,,,21189,3.0,3,,,,,,
,,,,,21194,5.0,5,,,,,,
,,,,,21204,10.0,10,,,,,,
,,,,,21213,9.0,9,,,,,,
,,,,,21217,4.0,4,,,,,,
,,,,,21223,6.0,6,,,,,,
,,,,,21238,15.0,15,,,,,,
,,,,,21244,6.0,6,,,,,,
,,,,,21247,3.0,3,,,,,,
,,,,,21250,3.0,3,,,,,,
,,,,,21257,7.0,7,,,,,,
,,,,,21262,5.0,5,,,,,,
,,,,,21268,6.0,6,,,,,,
,,,,,21271,3.0,3,,,,,,
,,,,,21275,4.0,4,,,,,,
,,,,,21281,6.0,6,,,,,,
,,,,,21297,16.0,16,,,,,,
,,,,,21303,6.0,6,,,,,,
,,,,,21307,4.0,4,,,,,,
,,,,,21317,10.0,10,,,,,,
,,,,,21321,4.0,4,,,,,,
,,,,,21327,6.0,6,,,,,,
,,,,,21331,4.0,4,,,,,,
,,,,,21341,10.0,10,,,,,,
,,,,,21345,4.0,4,,,,,,
,,,,,21348,3.0,3,,,,,,
,,,,,21351,3.0,3,,,,,,
,,,,,21361,10.0,10,,,,,,
,,,,,21372,11.0,11,,,,,,
,,,,,21376,4.0,4,,,,,,
,,,,,21379,3.0,3,,,,,,
,,,,,21390,11.0,11,,,,,,
,,,,,21394,4.0,4,,,,,,
,,,,,21403,9.0,9,,,,,,
,,,,,21409,6.0,6,,,,,,
,,,,,21415,6.0,6,,,,,,
,,,,,21420,5.0,5,,,,,,
,,,,,21423,3.0,3,,,,,,
,,,,,21435,12.0,12,,,,,,
,,,,,21445,10.0,10,,,,,,
,,,,,21449,4.0,4,,,,,,
,,,,,21454,5.0,5,,,,,,
,,,,,21461,7.0,7,,,,,,
,,,,,21467,6.0,6,,,,,,
,,,,,21473,6.0,6,,,,,,
,,,,,21476,3.0,3,,,,,,
,,,,,21481,5.0,5,,,,,,
,,,,,21486,5.0,5,,,,,,
,,,,,21490,4.0,4,,,,,,
,,,,,21493,3.0,3,,,,,,
,,,,,21498,5.0,5,,,,,,
,,,,,21504,6.0,6,,,,,,
,,,,,21513,9.0,9,,,,,,
,,,,,21521,8.0,8,,,,,,
,,,,,21525,4.0,4,,,,,,
,,,,,21530,5.0,5,,,,,,
,,,,,21536,6.0,6,,,,,,
,,,,,21549,13.0,13,,,,,,
,,,,,21552,3.0,3,,,,,,
,,,,,21555,3.0,3,,,,,,
,,,,,21560,5.0,5,,,,,,
,,,,,21565,5.0,5,,,,,,
,,,,,21571,6.0,6,,,,,,
,,,,,21574,3.0,3,,,,,,
,,,,,21581,7.0,7,,,,,,
,,,,,21589,8.0,8,,,,,,
,,,,,21592,3.0,3,,,,,,
,,,,,21595,3.0,3,,,,,,
,,,,,21599,4.0,4,,,,,,
,,,,,21606,7.0,7,,,,,,
,,,,,21612,6.0,6,,,,,,
,,,,,21619,7.0,7,,,,,,
,,,,,21628,9.0,9,,,,,,
,,,,,21634,6.0,6,,,,,,
,,,,,21638,4.0,4,,,,,,
,,,,,21649,11.0,11,,,,,,
,,,,,21660,11.0,11,,,,,,
,,,,,21665,5.0,5,,,,,,
,,,,,21668,3.0,3,,,,,,
,,,,,21677,9.0,9,,,,,,
,,,,,21682,5.0,5,,,,,,
,,,,,21690,8.0,8,,,,,,
,,,,,21698,8.0,8,,,,,,
,,,,,21704,6.0,6,,,,,,
,,,,,21712,8.0,8,,,,,,
,,,,,21721,9.0,9,,,,,,
,,,,,21724,3.0,3,,,,,,
,,,,,21733,9.0,9,,,,,,
,,,,,21738,5.0,5,,,,,,
,,,,,21744,6.0,6,,,,,,
,,,,,21763,19.0,19,,,,,,
,,,,,21767,4.0,4,,,,,,
,,,,,21772,5.0,5,,,,,,
,,,,,21780,8.0,8,,,,,,
,,,,,21787,7.0,7,,,,,,
,,,,,21790,3.0,3,,,,,,
,,,,,21796,6.0,6,,,,,,
,,,,,21801,5.0,5,,,,,,
,,,,,21805,4.0,4,,,,,,
,,,,,21809,4.0,4,,,,,,
,,,,,21814,5.0,5,,,,,,
,,,,,21819,5.0,5,,,,,,
,,,,,21824,5.0,5,,,,,,
,,,,,21829,5.0,5,,,,,,
,,,,,21832,3.0,3,,,,,,
,,,,,21838,6.0,6,,,,,,
,,,,,21844,6.0,6,,,,,,
,,,,,21849,5.0,5,,,,,,
,,,,,21861,12.0,12,,,,,,
,,,,,21870,9.0,9,,,,,,
,,,,,21879,9.0,9,,,,,,
,,,,,21883,4.0,4,,,,,,
,,,,,21886,3.0,3,,,,,,
,,,,,21892,6.0,6,,,,,,
,,,,,21896,4.0,4,,,,,,
,,,,,21953,57.0,57,,,,,,
,,,,,21962,9.0,9,,,,,,
,,,,,21965,3.0,3,,,,,,
,,,,,21969,4.0,4,,,,,,
,,,,,21977,8.0,8,,,,,,
,,,,,21982,5.0,5,,,,,,
,,,,,21986,4.0,4,,,,,,
,,,,,22000,,,1.7895455360412598,4.772078514099121,4.659626007080078,0.0003,0.0003,0.1
,,,,,22002,16.0,16,,,,,,
,,,,,22006,4.0,4,,,,,,
,,,,,22013,7.0,7,,,,,,
,,,,,22018,5.0,5,,,,,,
,,,,,22022,4.0,4,,,,,,
,,,,,22029,7.0,7,,,,,,
,,,,,22035,6.0,6,,,,,,
,,,,,22038,3.0,3,,,,,,
,,,,,22042,4.0,4,,,,,,
,,,,,22063,21.0,21,,,,,,
,,,,,22070,7.0,7,,,,,,
,,,,,22075,5.0,5,,,,,,
,,,,,22084,9.0,9,,,,,,
,,,,,22092,8.0,8,,,,,,
,,,,,22100,8.0,8,,,,,,
,,,,,22109,9.0,9,,,,,,
,,,,,22112,3.0,3,,,,,,
,,,,,22118,6.0,6,,,,,,
,,,,,22121,3.0,3,,,,,,
,,,,,22129,8.0,8,,,,,,
,,,,,22133,4.0,4,,,,,,
,,,,,22136,3.0,3,,,,,,
,,,,,22148,12.0,12,,,,,,
,,,,,22151,3.0,3,,,,,,
,,,,,22172,21.0,21,,,,,,
,,,,,22177,5.0,5,,,,,,
,,,,,22182,5.0,5,,,,,,
,,,,,22189,7.0,7,,,,,,
,,,,,22192,3.0,3,,,,,,
,,,,,22197,5.0,5,,,,,,
,,,,,22215,18.0,18,,,,,,
,,,,,22241,26.0,26,,,,,,
,,,,,22250,9.0,9,,,,,,
,,,,,22257,7.0,7,,,,,,
,,,,,22272,15.0,15,,,,,,
,,,,,22277,5.0,5,,,,,,
,,,,,22281,4.0,4,,,,,,
,,,,,22292,11.0,11,,,,,,
,,,,,22296,4.0,4,,,,,,
,,,,,22301,5.0,5,,,,,,
,,,,,22313,12.0,12,,,,,,
,,,,,22337,24.0,24,,,,,,
,,,,,22342,5.0,5,,,,,,
,,,,,22355,13.0,13,,,,,,
,,,,,22359,4.0,4,,,,,,
,,,,,22363,4.0,4,,,,,,
,,,,,22366,3.0,3,,,,,,
,,,,,22371,5.0,5,,,,,,
,,,,,22381,10.0,10,,,,,,
,,,,,22391,10.0,10,,,,,,
,,,,,22399,8.0,8,,,,,,
,,,,,22407,8.0,8,,,,,,
,,,,,22410,3.0,3,,,,,,
,,,,,22422,12.0,12,,,,,,
,,,,,22428,6.0,6,,,,,,
,,,,,22433,5.0,5,,,,,,
,,,,,22439,6.0,6,,,,,,
,,,,,22449,10.0,10,,,,,,
,,,,,22455,6.0,6,,,,,,
,,,,,22460,5.0,5,,,,,,
,,,,,22464,4.0,4,,,,,,
,,,,,22468,4.0,4,,,,,,
,,,,,22473,5.0,5,,,,,,
,,,,,22477,4.0,4,,,,,,
,,,,,22482,5.0,5,,,,,,
,,,,,22486,4.0,4,,,,,,
,,,,,22490,4.0,4,,,,,,
,,,,,22496,6.0,6,,,,,,
,,,,,22504,8.0,8,,,,,,
,,,,,22525,21.0,21,,,,,,
,,,,,22531,6.0,6,,,,,,
,,,,,22535,4.0,4,,,,,,
,,,,,22539,4.0,4,,,,,,
,,,,,22561,22.0,22,,,,,,
,,,,,22564,3.0,3,,,,,,
,,,,,22577,13.0,13,,,,,,
,,,,,22583,6.0,6,,,,,,
,,,,,22594,11.0,11,,,,,,
,,,,,22603,9.0,9,,,,,,
,,,,,22607,4.0,4,,,,,,
,,,,,22614,7.0,7,,,,,,
,,,,,22617,3.0,3,,,,,,
,,,,,22620,3.0,3,,,,,,
,,,,,22632,12.0,12,,,,,,
,,,,,22635,3.0,3,,,,,,
,,,,,22640,5.0,5,,,,,,
,,,,,22644,4.0,4,,,,,,
,,,,,22652,8.0,8,,,,,,
,,,,,22658,6.0,6,,,,,,
,,,,,22668,10.0,10,,,,,,
,,,,,22673,5.0,5,,,,,,
,,,,,22678,5.0,5,,,,,,
,,,,,22687,9.0,9,,,,,,
,,,,,22690,3.0,3,,,,,,
,,,,,22696,6.0,6,,,,,,
,,,,,22703,7.0,7,,,,,,
,,,,,22707,4.0,4,,,,,,
,,,,,22730,23.0,23,,,,,,
,,,,,22742,12.0,12,,,,,,
,,,,,22753,11.0,11,,,,,,
,,,,,22759,6.0,6,,,,,,
,,,,,22764,5.0,5,,,,,,
,,,,,22768,4.0,4,,,,,,
,,,,,22771,3.0,3,,,,,,
,,,,,22774,3.0,3,,,,,,
,,,,,22778,4.0,4,,,,,,
,,,,,22783,5.0,5,,,,,,
,,,,,22794,11.0,11,,,,,,
,,,,,22802,8.0,8,,,,,,
,,,,,22815,13.0,13,,,,,,
,,,,,22821,6.0,6,,,,,,
,,,,,22825,4.0,4,,,,,,
,,,,,22829,4.0,4,,,,,,
,,,,,22836,7.0,7,,,,,,
,,,,,22850,14.0,14,,,,,,
,,,,,22853,3.0,3,,,,,,
,,,,,22857,4.0,4,,,,,,
,,,,,22861,4.0,4,,,,,,
,,,,,22865,4.0,4,,,,,,
,,,,,22873,8.0,8,,,,,,
,,,,,22878,5.0,5,,,,,,
,,,,,22884,6.0,6,,,,,,
,,,,,22888,4.0,4,,,,,,
,,,,,22893,5.0,5,,,,,,
,,,,,22908,15.0,15,,,,,,
,,,,,22913,5.0,5,,,,,,
,,,,,22919,6.0,6,,,,,,
,,,,,22922,3.0,3,,,,,,
,,,,,22928,6.0,6,,,,,,
,,,,,22931,3.0,3,,,,,,
,,,,,22934,3.0,3,,,,,,
,,,,,22942,8.0,8,,,,,,
,,,,,22960,18.0,18,,,,,,
,,,,,22967,7.0,7,,,,,,
,,,,,22975,8.0,8,,,,,,
,,,,,22983,8.0,8,,,,,,
,,,,,22999,16.0,16,,,,,,
,,,,,23000,,,1.82023286819458,5.2477946281433105,5.396174430847168,0.0003,0.0003,0.1
,,,,,23012,13.0,13,,,,,,
,,,,,23015,3.0,3,,,,,,
,,,,,23045,30.0,30,,,,,,
,,,,,23055,10.0,10,,,,,,
,,,,,23061,6.0,6,,,,,,
,,,,,23065,4.0,4,,,,,,
,,,,,23072,7.0,7,,,,,,
,,,,,23075,3.0,3,,,,,,
,,,,,23079,4.0,4,,,,,,
,,,,,23084,5.0,5,,,,,,
,,,,,23091,7.0,7,,,,,,
,,,,,23095,4.0,4,,,,,,
,,,,,23099,4.0,4,,,,,,
,,,,,23120,21.0,21,,,,,,
,,,,,23126,6.0,6,,,,,,
,,,,,23130,4.0,4,,,,,,
,,,,,23135,5.0,5,,,,,,
,,,,,23140,5.0,5,,,,,,
,,,,,23147,7.0,7,,,,,,
,,,,,23159,12.0,12,,,,,,
,,,,,23168,9.0,9,,,,,,
,,,,,23174,6.0,6,,,,,,
,,,,,23180,6.0,6,,,,,,
,,,,,23185,5.0,5,,,,,,
,,,,,23190,5.0,5,,,,,,
,,,,,23196,6.0,6,,,,,,
,,,,,23208,12.0,12,,,,,,
