Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,29000,,,6.759180545806885,-1.5478966236114502,-1.4207725524902344,18.85817527770996,0.8260000000000001,0.001
,,,,,29003,-94.61526,65,,,,,,
,,,,,29089,-459.5877,86,,,,,,
,,,,,29150,-137.45654,61,,,,,,
,,,,,29228,-410.131,78,,,,,,
,,,,,29299,-195.44977,71,,,,,,
,,,,,29413,-463.07498,114,,,,,,
,,,,,29501,-426.64413,88,,,,,,
,,,,,29594,-142.03505,93,,,,,,
,,,,,29653,-152.44693,59,,,,,,
,,,,,29723,-106.13957,70,,,,,,
,,,,,29852,-230.77719,129,,,,,,
,,,,,29937,-465.98172,85,,,,,,
-122.74097,39.356304,-60.446945,-186.77234,194.7,30000,,,56.66865539550781,-3.140472412109375,-3.235430955886841,61.44798278808594,0.82,0.001
,,,,,30001,-97.19214,64,,,,,,
,,,,,30069,-118.09401,68,,,,,,
,,,,,30169,-435.45312,100,,,,,,
,,,,,30258,-364.63477,89,,,,,,
,,,,,30366,-510.35413,108,,,,,,
,,,,,30465,-199.72148,99,,,,,,
,,,,,30548,-381.07977,83,,,,,,
,,,,,30651,-397.2802,103,,,,,,
,,,,,30743,-28.746063,92,,,,,,
,,,,,30847,-536.2461,104,,,,,,
,,,,,30967,-168.02605,120,,,,,,
,,,,,31000,,,264.33758544921875,-4.7652482986450195,-7.27894926071167,182.73329162597656,0.8140000000000001,0.001
,,,,,31071,-343.0184,104,,,,,,
,,,,,31165,-420.99023,94,,,,,,
,,,,,31282,-119.20899,117,,,,,,
,,,,,31411,-191.15604,129,,,,,,
,,,,,31532,-131.56375,121,,,,,,
,,,,,31628,-111.03434,96,,,,,,
,,,,,31716,-141.49245,88,,,,,,
,,,,,31862,-169.08456,146,,,,,,
,,,,,31987,-431.97845,125,,,,,,
,,,,,32000,,,255.36346435546875,-4.083967208862305,-1.9890300035476685,263.2267150878906,0.808,0.001
,,,,,32078,-149.5613,91,,,,,,
,,,,,32224,-214.37802,146,,,,,,
,,,,,32324,-163.89648,100,,,,,,
,,,,,32414,-330.92902,90,,,,,,
,,,,,32490,-142.23157,76,,,,,,
,,,,,32566,-110.513306,76,,,,,,
,,,,,32629,-82.37456,63,,,,,,
,,,,,32722,-180.39365,93,,,,,,
,,,,,32823,-182.79724,101,,,,,,
,,,,,32945,-192.02777,122,,,,,,
,,,,,33000,,,13.057889938354492,-2.049386978149414,-1.4102585315704346,67.92277526855469,0.802,0.001
,,,,,33050,-364.63525,105,,,,,,
,,,,,33113,-86.82305,63,,,,,,
,,,,,33181,-221.03958,68,,,,,,
,,,,,33280,-330.90912,99,,,,,,
,,,,,33382,-416.11313,102,,,,,,
,,,,,33475,-122.78155,93,,,,,,
,,,,,33585,-35.27672,110,,,,,,
,,,,,33645,-75.31672,60,,,,,,
,,,,,33701,-97.7769,56,,,,,,
,,,,,33802,-172.38605,101,,,,,,
,,,,,33913,-367.61902,111,,,,,,
,,,,,33977,-130.24304,64,,,,,,
,,,,,34000,,,43.338287353515625,-1.459207534790039,-0.6803617477416992,38.27191925048828,0.796,0.001
,,,,,34056,-149.33676,79,,,,,,
,,,,,34156,-424.93173,100,,,,,,
,,,,,34245,-183.92938,89,,,,,,
,,,,,34339,-198.15604,94,,,,,,
,,,,,34438,-302.5375,99,,,,,,
,,,,,34525,-383.9681,87,,,,,,
,,,,,34594,-109.49309,69,,,,,,
,,,,,34672,-353.9251,78,,,,,,
,,,,,34766,-424.4966,94,,,,,,
,,,,,34834,-88.62009,68,,,,,,
,,,,,34910,-122.17005,76,,,,,,
,,,,,35000,,,78.48319244384766,-2.0458638668060303,-2.769835948944092,145.8544921875,0.79,0.001
,,,,,35013,-366.28577,103,,,,,,
,,,,,35135,-78.95032,122,,,,,,
,,,,,35213,-85.29435,78,,,,,,
,,,,,35346,-484.89996,133,,,,,,
,,,,,35471,-155.8004,125,,,,,,
,,,,,35572,-174.9833,101,,,,,,
,,,,,35699,-407.75806,127,,,,,,
,,,,,35829,-151.44771,130,,,,,,
,,,,,35947,-398.5701,118,,,,,,
,,,,,36000,,,35.818603515625,-1.92474365234375,-0.9210484027862549,119.12876892089844,0.784,0.001
,,,,,36036,-437.5942,89,,,,,,
,,,,,36149,-211.67047,113,,,,,,
,,,,,36211,-65.95392,62,,,,,,
,,,,,36294,-140.8205,83,,,,,,
,,,,,36382,-401.73975,88,,,,,,
,,,,,36446,-101.37876,64,,,,,,
,,,,,36537,-175.88382,91,,,,,,
,,,,,36619,-106.21184,82,,,,,,
,,,,,36719,-393.66577,100,,,,,,
,,,,,36843,-317.10968,124,,,,,,
,,,,,36924,-326.11313,81,,,,,,
,,,,,36993,-184.04443,69,,,,,,
,,,,,37000,,,2.9448444843292236,-3.4541826248168945,-3.3407249450683594,15.038717269897461,0.778,0.001
,,,,,37060,-63.237755,67,,,,,,
,,,,,37140,-98.48878,80,,,,,,
,,,,,37246,-159.11513,106,,,,,,
,,,,,37361,-498.68927,115,,,,,,
,,,,,37457,-225.86964,96,,,,,,
,,,,,37563,-261.61664,106,,,,,,
,,,,,37657,-11.938927,94,,,,,,
,,,,,37765,-160.32204,108,,,,,,
,,,,,37867,-364.06357,102,,,,,,
,,,,,37932,-90.88547,65,,,,,,
,,,,,38000,,,8.643475532531738,-1.7625142335891724,-1.3767812252044678,24.883909225463867,0.772,0.001
,,,,,38043,-111.52545,111,,,,,,
,,,,,38128,-241.39091,85,,,,,,
,,,,,38225,-364.87985,97,,,,,,
,,,,,38285,-122.33945,60,,,,,,
,,,,,38399,-91.85947,114,,,,,,
,,,,,38462,-69.14972,63,,,,,,
,,,,,38552,-283.88782,90,,,,,,
,,,,,38641,-220.45251,89,,,,,,
,,,,,38744,-118.8819,103,,,,,,
,,,,,38815,-131.10374,71,,,,,,
,,,,,38896,-121.59822,81,,,,,,
,,,,,38980,-155.08652,84,,,,,,
,,,,,39000,,,165.82696533203125,-3.2983312606811523,-4.784280776977539,79.14866638183594,0.766,0.001
,,,,,39064,-143.52203,84,,,,,,
,,,,,39178,-180.65518,114,,,,,,
,,,,,39247,-114.1541,69,,,,,,
,,,,,39360,-110.70187,113,,,,,,
,,,,,39462,-197.64023,102,,,,,,
,,,,,39571,-346.76904,109,,,,,,
,,,,,39676,-274.7896,105,,,,,,
,,,,,39795,-162.285,119,,,,,,
,,,,,39898,-152.17549,103,,,,,,
,,,,,39999,-117.802124,101,,,,,,
-192.8782,160.54504,-47.352108,-601.59607,171.0,40000,,,16.534406661987305,-3.1796343326568604,-2.8702282905578613,84.15013122558594,0.76,0.001
,,,,,40081,-138.94446,82,,,,,,
,,,,,40207,-314.24878,126,,,,,,
,,,,,40357,-89.50014,150,,,,,,
,,,,,40474,-249.12685,117,,,,,,
,,,,,40544,-73.70848,70,,,,,,
,,,,,40680,-165.96713,136,,,,,,
,,,,,40788,-214.30157,108,,,,,,
,,,,,40919,-102.747536,131,,,,,,
,,,,,41000,-359.84085,81,,,,,,
,,,,,41000,,,13.721936225891113,-2.6689345836639404,-2.0952303409576416,37.230342864990234,0.754,0.001
,,,,,41092,-203.15965,92,,,,,,
,,,,,41197,-196.7494,105,,,,,,
,,,,,41264,-80.38173,67,,,,,,
,,,,,41330,-125.44032,66,,,,,,
,,,,,41423,-102.145294,93,,,,,,
,,,,,41520,-372.94315,97,,,,,,
,,,,,41627,10.447136,107,,,,,,
,,,,,41687,-121.10406,60,,,,,,
,,,,,41787,-164.1897,100,,,,,,
,,,,,41856,-99.759995,69,,,,,,
,,,,,41976,-68.965675,120,,,,,,
,,,,,42000,,,20.839284896850586,-1.8886778354644775,-2.1529083251953125,33.22076416015625,0.748,0.001
,,,,,42066,-427.01047,90,,,,,,
,,,,,42176,-286.85907,110,,,,,,
,,,,,42266,-80.31906,90,,,,,,
,,,,,42327,-91.87054,61,,,,,,
,,,,,42398,-206.93579,71,,,,,,
,,,,,42462,-109.74482,64,,,,,,
,,,,,42589,-458.88263,127,,,,,,
,,,,,42705,-558.13403,116,,,,,,
,,,,,42772,-74.5234,67,,,,,,
,,,,,42842,-107.036354,70,,,,,,
,,,,,42923,-100.22049,81,,,,,,
,,,,,43000,,,14.43173599243164,-3.6220083236694336,-3.7682907581329346,31.218196868896484,0.742,0.001
,,,,,43005,-109.8459,82,,,,,,
,,,,,43078,-113.269485,73,,,,,,
,,,,,43210,-23.48703,132,,,,,,
,,,,,43317,-118.81157,107,,,,,,
,,,,,43414,-361.27396,97,,,,,,
,,,,,43503,-114.794,89,,,,,,
,,,,,43576,-144.85751,73,,,,,,
,,,,,43681,-344.94394,105,,,,,,
,,,,,43767,-170.79146,86,,,,,,
,,,,,43826,-151.9351,59,,,,,,
,,,,,43926,-333.058,100,,,,,,
,,,,,43989,-116.34228,63,,,,,,
,,,,,44000,,,13.676161766052246,-4.766589164733887,-5.213772773742676,73.48594665527344,0.736,0.001
,,,,,44076,48.53604,87,,,,,,
,,,,,44207,-153.4188,131,,,,,,
,,,,,44314,-172.56898,107,,,,,,
,,,,,44394,-94.75037,80,,,,,,
,,,,,44504,-513.2745,110,,,,,,
,,,,,44593,-116.336685,89,,,,,,
,,,,,44658,-221.64015,65,,,,,,
,,,,,44763,-111.50141,105,,,,,,
,,,,,44844,-77.52298,81,,,,,,
,,,,,44923,-14.148254,79,,,,,,
,,,,,44992,-119.13616,69,,,,,,
,,,,,45000,,,129.11407470703125,-2.3723373413085938,-3.9339635372161865,74.39368438720703,0.73,0.001
,,,,,45054,-48.48672,62,,,,,,
,,,,,45155,-118.380516,101,,,,,,
,,,,,45233,-126.452835,78,,,,,,
,,,,,45334,-183.71555,101,,,,,,
,,,,,45417,-271.12802,83,,,,,,
,,,,,45492,-117.9314,75,,,,,,
,,,,,45587,-90.8891,95,,,,,,
,,,,,45664,-83.47014,77,,,,,,
,,,,,45748,-125.05223,84,,,,,,
,,,,,45844,-98.53804,96,,,,,,
,,,,,45898,-92.18295,54,,,,,,
,,,,,45987,-344.0718,89,,,,,,
